-THEREDDKING-,Cent Illinois Meet 2,12/04/16 06:19:11 PM,Illinois
Q-1|5202,11373|8648,10146|100,-1,-1,-1,-1|25,-1,-1,-1,-1
Q-2|11283,6994|11072,11235|75,-1,-1,-1,-1|50,-1,-1,-1,-1
Q-3|9788,8899|6995,9506|30,-1,-1,-1,-1|40,-1,-1,-1,-1
Q-4|9985,11373|6933,11283|75,-1,-1,-1,-1|55,-1,-1,-1,-1
Q-5|10146,8899|11235,6994|60,-1,-1,-1,-1|20,-1,-1,-1,-1
Q-6|9985,9506|8648,11072|20,-1,-1,-1,-1|225,-1,-1,-1,-1
Q-7|9788,6995|6933,5202|140,-1,-1,-1,-1|110,-1,-1,-1,-1
Q-8|11072,9506|10146,11283|40,-1,-1,-1,-1|45,-1,-1,-1,-1
Q-9|6933,6995|8648,6994|65,-1,-1,-1,-1|70,-1,-1,-1,-1
Q-10|9985,9788|8899,11373|75,-1,-1,-1,-1|45,-1,-1,-1,-1
Q-11|11235,6933|5202,9506|130,-1,-1,-1,-1|65,-1,-1,-1,-1
Q-12|6994,11072|9788,11373|70,-1,-1,-1,-1|25,-1,-1,-1,-1
Q-13|11235,10146|6995,9985|40,-1,-1,-1,-1|52,-1,-1,-1,-1
Q-14|8648,5202|8899,11283|25,-1,-1,-1,-1|91,-1,-1,-1,-1
Q-15|11373,11072|6995,11235|10,-1,-1,-1,-1|68,-1,-1,-1,-1
Q-16|8648,11283|10146,9788|30,-1,-1,-1,-1|105,-1,-1,-1,-1
Q-17|6994,9506|5202,9985|75,-1,-1,-1,-1|80,-1,-1,-1,-1
Q-18|8899,11072|6933,10146|40,-1,-1,-1,-1|75,-1,-1,-1,-1
-THEREDDKING-,Central Illinois League Meet 1,12/04/16 05:23:14 PM,Illinois
Q-1|9506,8899|6995,11463|0,-1,-1,-1,-1|30,-1,-1,-1,-1
Q-2|5202,6994|11283,10303|70,-1,-1,-1,-1|6,-1,-1,-1,-1
Q-3|11235,11373|6933,10146|40,-1,-1,-1,-1|25,-1,-1,-1,-1
Q-4|8648,11496|9788,9985|10,-1,-1,-1,-1|30,-1,-1,-1,-1
Q-5|11072,10303|11235,9506|1,-1,-1,-1,-1|50,-1,-1,-1,-1
Q-6|9788,10146|6994,11283|5,-1,-1,-1,-1|35,-1,-1,-1,-1
Q-7|11463,8899|11496,11373|43,-1,-1,-1,-1|10,-1,-1,-1,-1
Q-8|5202,6933|6995,8648|95,-1,-1,-1,-1|36,-1,-1,-1,-1
