-THEREDDKING-,Duct-Ties & Zip-Tape Qualifier,11/05/16,Georgia
Q-4|7437,7432|5100,11127|0,0,0,0,0|50,5,45,0,0
Q-5|10628,11364|9785,4100|10,0,10,0,0|81,35,46,0,0
Q-6|7373,5170|5100,4221|75,35,40,0,0|25,0,25,0,0
Q-7|7437,11127|11420,5494|37,5,32,0,0|70,45,25,0,0
Q-8|5940,11096|7431,7432|65,15,50,0,0|0,0,0,0,0
Q-9|5494,5100|9785,4221|75,25,50,0,0|1,0,1,0,0
Q-10|11420,7431|7432,4100|55,30,25,0,0|45,5,20,20,0
Q-11|5940,7437|5170,11364|50,30,20,0,0|40,15,25,0,0
Q-12|7373,11127|10628,11096|85,35,40,0,10|55,30,25,0,0
Q-13|7432,9785|7437,4221|30,10,10,0,10|32,0,32,0,0
Q-14|11127,5170|7431,11364|28,5,23,0,0|65,30,35,0,0
Q-15|10628,5100|5940,11420|95,30,55,0,10|30,15,15,0,0
Q-16|5494,4100|7373,11096|70,30,40,0,0|60,35,25,0,0
Q-17|7431,10628|5100,7437|15,5,10,0,0|45,15,30,0,0
Q-18|4221,5940|11127,4100|78,45,33,0,0|70,35,15,20,0
Q-19|11096,11420|5170,9785|85,15,60,0,10|10,10,0,0,0
Q-20|11364,7432|5494,7373|55,40,15,0,0|70,15,55,0,0
SF-1-1|7373,4100|11420,4221|85,35,30,20,0|80,30,50,0,0
SF-2-1|5494,5100|5940,11096|30,15,15,0,0|95,55,40,0,0
SF-1-2|7373,4100|11420,4221|85,25,50,10,0|70,45,25,0,0
SF-2-2|5494,5100|5940,11096|50,30,20,0,0|135,100,35,0,0
F-1|7373,4100|5940,11096|65,35,30,0,0|125,55,20,0,50
F-2|7373,4100|5940,11096|70,20,30,20,0|90,70,20,0,0
-THEREDDKING-,Redwood City FTC QT ,11/06/16,California
Q-1|4432,11527|4799,9144|7,5,2,0,0|40,0,40,0,0
Q-2|7390,6165|10917,11550|116,35,41,40,0|10,10,0,0,0
Q-3|7591,10023|4800,11521|80,40,40,0,0|25,5,20,0,0
Q-4|9965,8404|7641,11516|45,5,40,0,0|45,45,0,0,0
Q-5|11521,4432|6165,11550|31,10,21,0,0|65,5,0,20,40
Q-6|9965,11516|10023,4799|25,15,10,0,0|30,0,30,0,0
Q-7|8404,10917|11527,7591|30,10,20,0,0|65,30,35,0,0
Q-8|4800,9144|7641,7390|15,0,15,0,0|65,35,30,0,0
Q-9|11527,11550|11516,10023|60,10,10,0,40|20,10,10,0,0
Q-10|7390,9144|6165,9965|50,30,20,0,0|90,30,20,40,0
Q-11|7641,4799|10917,7591|60,10,10,0,40|150,100,50,0,0
Q-12|11521,8404|4800,4432|45,10,35,0,0|61,35,16,0,10
Q-13|11516,7591|6165,9144|95,30,65,0,0|140,40,0,20,80
Q-14|10917,4432|9965,4800|31,0,31,0,0|15,0,15,0,0
Q-15|4799,8404|11521,7390|45,15,30,0,0|10,0,10,0,0
Q-16|11550,10023|11527,7641|70,35,35,0,0|65,45,20,0,0
Q-17|11516,9144|11521,10917|25,5,20,0,0|10,0,10,0,0
Q-18|9965,11550|8404,7591|30,10,20,0,0|95,60,35,0,0
Q-19|10023,7641|7390,4432|50,40,10,0,0|43,0,43,0,0
Q-20|4800,6165|11527,4799|85,10,35,40,0|45,35,10,0,0
Q-21|7591,7390|4432,11516|125,70,55,0,0|20,10,10,0,0
Q-22|4799,4800|9144,11550|60,10,50,0,0|5,5,0,0,0
Q-23|11527,11521|9965,7641|10,10,0,0,0|55,15,40,0,0
Q-24|6165,10917|10023,8404|110,70,0,40,0|65,10,55,0,0
SF-1-1|6165,10023|7641,7390|170,75,15,40,40|40,10,30,0,0
SF-1-2|6165,10023|7641,7390|125,70,15,40,0|40,10,30,0,0
SF-2-1|7591,8404|4799,4800|155,90,65,0,0|20,10,10,0,0
SF-2-2|7591,8404|4799,4800|119,75,44,0,0|15,10,5,0,0
F-1|6165,10023|7591,8404|95,55,0,40,0|70,0,70,0,0
F-2|6165,10023|7591,8404|140,115,25,0,0|115,5,40,0,70
-THEREDDKING-,Jungle Rumble Qualifier,11/12/16,Georgia
Q-1|5002,9187|7482,6988|20,5,15,0,0|5,5,0,0,0
Q-2|3931,11026|10537,11433|5,5,0,0,0|12,0,12,0,0
Q-3|11383,8433|9655,6747|15,5,10,0,0|85,5,30,10,40
Q-4|525,11523|5647,7361|5,5,0,0,0|35,10,25,0,0
Q-5|5979,8678|4232,6173|25,5,20,0,0|10,0,10,0,0
Q-6|2993,3726|22,12145|5,5,0,0,0|0,0,0,0,0
Q-7|11711,8566|11518,10781|30,20,10,0,0|25,20,5,0,0
