-THEREDDKING-,AML Clubs Meet 1,11/14/16 09:40:05 AM,Texas
Q-1|6937,9048|9053,5767|45,0,45,0,0|35,20,15,0,0
Q-2|5809,6504|8541,12254|10,10,0,0,0|40,0,40,0,0
Q-3|9793,5815|4290,6937|20,0,20,0,0|25,5,20,0,0
Q-4|4290,9053|5809,5767|60,5,55,0,0|5,5,0,0,0
Q-5|8541,5815|12254,9793|0,0,0,0,0|40,0,40,0,0
Q-6|9048,12254|6504,6937|50,30,20,0,0|35,5,30,0,0
Q-7|5809,9793|9053,6504|20,0,20,0,0|45,25,20,0,0
Q-8|4290,5815|9048,8541|21,10,11,0,0|90,30,40,20,0
Q-9|5767,4290|6504,12254|25,5,20,0,0|25,5,20,0,0
Q-10|8541,9793|9048,5767|60,0,40,20,0|90,60,30,0,0
Q-11|9053,5809|6937,5815|25,20,5,0,0|40,10,30,0,0
Q-12|5767,6504|5815,5809|5,5,0,0,0|50,10,40,0,0
Q-13|9053,6937|8541,4290|45,25,20,0,0|50,30,20,0,0
Q-14|12254,5809|9048,9793|0,0,0,0,0|65,0,65,0,0
-THEREDDKING-,AML Diamonds Meet 1,11/12/16 06:01:25 PM,Texas
Q-1|7653,12126|5764,6209|0,0,0,0,0|70,0,60,10,0
Q-2|4545,11503|4546,7079|75,35,40,0,0|30,0,30,0,0
Q-3|4798,8424|4027,3781|30,10,20,0,0|75,35,40,0,0
Q-4|7653,5764|7079,4545|30,0,30,0,0|55,30,25,0,0
Q-5|8424,6209|4798,4546|100,40,40,20,0|40,5,35,0,0
Q-6|11503,4027|12126,3781|45,5,40,0,0|90,5,45,0,40
Q-7|4798,7079|4546,7653|95,65,20,10,0|20,0,20,0,0
Q-8|4545,12126|8424,3781|20,5,15,0,0|35,5,30,0,0
Q-9|5764,4027|11503,6209|35,5,30,0,0|70,10,20,0,40
Q-10|7079,12126|4798,4545|50,30,20,0,0|45,15,30,0,0
Q-11|4027,4546|5764,3781|35,0,35,0,0|52,30,22,0,0
Q-12|7653,6209|11503,8424|30,30,0,0,0|95,35,60,0,0
Q-13|4545,4546|4027,12126|75,30,45,0,0|25,5,20,0,0
Q-14|5764,8424|11503,4798|40,10,30,0,0|75,20,55,0,0
Q-15|3781,6209|7653,7079|45,0,25,20,0|30,0,30,0,0
-THEREDDKING-,AML Hearts Meet 1,11/14/16 09:23:54 AM,Texas
Q-1|3708,11090|5628,6272|75,35,40,0,0|50,30,20,0,0
Q-2|11918,11093|11404,9875|52,10,42,0,0|10,5,5,0,0
Q-3|6710,8886|6210,11019|80,30,50,0,0|55,5,10,40,0
Q-4|11918,9875|11090,6272|30,30,0,0,0|100,5,55,0,40
Q-5|5628,6210|11019,11093|40,0,0,40,0|55,10,45,0,0
Q-6|8886,11404|6710,3708|50,20,30,0,0|55,0,55,0,0
Q-7|11019,6272|11093,9875|61,30,31,0,0|61,15,46,0,0
Q-8|5628,8886|11918,6710|35,15,20,0,0|30,0,30,0,0
Q-9|6210,11090|3708,11404|40,5,35,0,0|70,35,35,0,0
Q-10|6272,9875|5628,6710|40,15,25,0,0|70,40,30,0,0
Q-11|11090,11404|11019,8886|35,5,30,0,0|70,35,35,0,0
Q-12|3708,11918|11093,6210|60,35,25,0,0|77,45,32,0,0
Q-13|5628,11404|8886,6272|55,10,45,0,0|95,75,20,0,0
Q-14|6710,11093|11918,11090|84,40,44,0,0|0,0,0,0,0
Q-15|11019,9875|3708,6210|25,0,25,0,0|80,30,50,0,0
-THEREDDKING-,AML Spades Meet 1,11/12/16 01:43:32 PM,Texas
Q-1|8815,4812|4723,7797|10,0,10,0,0|0,0,0,0,0
Q-2|7161,7064|8814,6299|60,15,5,0,40|55,20,35,0,0
Q-3|11549,5998|11345,8048|50,0,50,0,0|11,0,1,10,0
Q-4|4812,7797|7064,6299|0,0,0,0,0|75,30,45,0,0
Q-5|5998,4723|11549,8814|0,0,0,0,0|70,20,50,0,0
Q-6|8048,8815|11345,7161|10,0,10,0,0|41,0,41,0,0
Q-7|7064,7797|11549,4723|20,0,20,0,0|20,0,20,0,0
Q-8|7161,6299|5998,8815|90,60,30,0,0|55,15,40,0,0
Q-9|8814,11345|4812,8048|100,30,60,10,0|0,0,0,0,0
Q-10|11549,7064|8815,7161|20,5,15,0,0|85,30,55,0,0
Q-11|4812,8814|7797,5998|50,20,30,0,0|15,0,15,0,0
Q-12|6299,8048|4723,11345|80,30,50,0,0|42,0,22,20,0
Q-13|8814,5998|8815,7064|60,30,30,0,0|80,35,45,0,0
Q-14|7797,11345|7161,4723|21,0,1,20,0|85,30,55,0,0
Q-15|11549,8048|4812,6299|40,0,40,0,0|90,60,30,0,0
