-THEREDDKING-,Hawaii Le Jardin,11/12/16,Hawaii
Q-1|11165,7549|6109,9066|30,15,15,0,0|275,115,70,0,90
Q-2|5159,8740|9772,7548|30,20,10,0,0|40,0,40,0,0
Q-3|9850,8741|8898,5902|10,0,10,0,0|45,5,40,0,0
Q-4|7550,9066|6963,9772|140,100,30,10,0|60,0,50,10,0
Q-5|9850,5159|8741,6109|100,65,35,0,0|55,15,40,0,0
Q-6|8898,8740|11165,6963|90,40,50,0,0|70,40,30,0,0
Q-7|5902,7548|7549,7550|10,10,0,0,0|70,5,65,0,0
Q-8|8741,6963|9772,6109|45,25,20,0,0|55,30,25,0,0
Q-9|8740,7548|9066,9850|30,5,25,0,0|30,10,20,0,0
Q-10|7550,8898|7549,5159|140,85,55,0,0|90,30,50,10,0
Q-11|5902,6963|11165,7548|10,0,10,0,0|50,5,45,0,0
Q-12|6109,7550|8741,8740|110,30,80,0,0|95,10,15,0,70
Q-13|9772,11165|7549,9850|20,0,20,0,0|30,10,20,0,0
Q-14|5159,8898|9066,5902|65,35,30,0,0|40,10,30,0,0
Q-15|7549,8741|8740,6963|20,10,10,0,0|85,35,50,0,0
Q-16|6109,7548|8898,9772|20,20,0,0,0|65,5,50,10,0
Q-17|9850,11165|5159,7550|50,35,15,0,0|65,0,55,10,0
Q-18|9066,9772|5902,8741|10,0,10,0,0|50,10,40,0,0
-THEREDDKING-,Hawaii Mililani,11/26/16,Hawaii
Q-1|11858,6176|6109,10512|30,10,20,0,0|50,10,40,0,0
Q-2|7548,8741|7160,9378|70,15,45,0,10|55,10,45,0,0
Q-3|10374,8795|8740,11859|25,5,20,0,0|45,0,45,0,0
Q-4|11165,8898|7438,11845|65,25,40,0,0|80,40,40,0,0
Q-5|7549,9378|8925,11859|65,30,35,0,0|10,0,10,0,0
Q-6|11858,7438|8741,8795|90,5,45,0,40|50,25,25,0,0
Q-7|7160,10512|8740,7549|40,40,0,0,0|70,5,55,10,0
Q-8|7548,6109|10374,11845|120,30,80,10,0|0,0,0,0,0
Q-9|8925,11165|8898,6176|105,70,35,0,0|40,0,30,10,0
Q-10|11845,6109|9378,7438|60,20,40,0,0|85,30,55,0,0
Q-11|11859,8898|10512,8741|90,0,40,10,40|60,15,45,0,0
Q-12|11165,7549|11858,7548|130,55,35,0,40|40,15,25,0,0
Q-13|8925,8795|7160,10374|1,0,1,0,0|45,5,30,0,10
Q-14|8740,8741|6176,7548|105,40,55,10,0|60,40,20,0,0
Q-15|8898,7549|6109,8795|110,15,55,0,40|50,15,35,0,0
Q-16|10512,10374|11165,9378|45,5,40,0,0|80,60,20,0,0
Q-17|8740,11858|8925,11845|50,5,45,0,0|40,10,30,0,0
Q-18|7160,11859|6176,7438|20,10,10,0,0|45,15,30,0,0
Q-19|9378,8740|8898,11858|115,30,75,10,0|10,0,10,0,0
Q-20|7438,8925|7548,10512|80,30,50,0,0|50,30,20,0,0
Q-21|8741,11845|10374,7549|230,10,30,0,190|65,20,45,0,0
Q-22|6109,7160|11859,11165|90,25,65,0,0|45,30,15,0,0
Q-23|6176,11845|8795,9378|35,15,20,0,0|90,35,55,0,0
-THEREDDKING-,Missouri Octobo-Robo Fest,10/29/16,Missouri
Q-1|8905,11191|6285,11501|0,0,0,0,0|0,0,0,0,0
Q-2|7129,8905|8943,11191|35,25,10,0,0|30,10,20,0,0
Q-3|8943,11501|6285,7129|0,0,0,0,0|65,40,25,0,0
Q-4|6285,8943|11501,11191|55,15,40,0,0|0,0,0,0,0
Q-5|8905,11501|7129,11191|0,0,0,0,0|45,25,20,0,0
Q-6|8943,7129|8905,6285|50,25,25,0,0|0,0,0,0,0
Q-7|11501,6285|8905,8943|25,5,20,0,0|15,10,5,0,0
Q-8|11191,6285|7129,11501|16,15,1,0,0|45,10,35,0,0
-THEREDDKING-,Missouri Gator,11/12/16,Missouri
Q-1|3591,11191|11684,9792|10,0,10,0,0|25,10,15,0,0
Q-2|3592,9792|11501,11684|22,10,12,0,0|40,10,30,0,0
Q-3|11501,3591|3592,11191|40,0,40,0,0|0,0,0,0,0
Q-4|3592,9792|11501,11191|41,10,31,0,0|10,0,10,0,0
Q-5|11684,11191|3591,3592|20,0,0,0,20|70,0,70,0,0
Q-6|3591,11684|9792,11501|35,10,25,0,0|25,15,10,0,0
Q-7|3592,11501|3591,9792|30,0,30,0,0|35,10,25,0,0
Q-8|11191,11501|11684,3592|20,0,20,0,0|30,10,20,0,0
-THEREDDKING-,Missouri Stover MO Robo Show,11/12/16,Missouri
Q-1|9798,8461|11357,10235|30,0,30,0,0|5,0,5,0,0
Q-2|11092,12077|8856,6889|0,0,0,0,0|10,10,0,0,0
Q-3|8655,6889|10123,11357|0,0,0,0,0|27,5,22,0,0
Q-4|9798,10235|12077,8655|25,0,25,0,0|11,0,1,0,10
Q-5|8856,11092|8461,10123|0,0,0,0,0|70,30,40,0,0
Q-6|6889,8461|10235,8655|100,60,40,0,0|20,0,20,0,0
Q-7|11357,12077|11092,10123|44,0,44,0,0|6,5,1,0,0
Q-8|8856,8461|9798,6889|76,35,41,0,0|40,0,0,40,0
Q-9|10235,10123|9798,11092|0,0,0,0,0|20,0,20,0,0
Q-10|11357,8655|8856,12077|20,0,20,0,0|20,10,10,0,0
Q-11|12077,10123|10235,8461|22,10,12,0,0|35,0,35,0,0
Q-12|8655,9798|6889,11092|20,0,20,0,0|0,0,0,0,0
Q-13|11357,6889|8856,10235|25,5,0,20,0|30,10,20,0,0
-THEREDDKING-,Missouri Eureka Meet,11/15/16,Missouri
Q-1|5703,8403|11897,5734|10,10,0,0,0|10,10,0,0,0
Q-2|5404,5248|5706,5734|30,10,20,0,0|10,10,0,0,0
Q-3|5706,11897|5248,5703|0,0,0,0,0|0,0,0,0,0
Q-4|8403,5706|5404,11897|25,25,0,0,0|30,0,30,0,0
