-THEREDDKING-,Allendale FTC Qualifier,12/03/16 08:02:19 PM,Michigan
Q-1|6070,5384|9087,6043|15,-1,-1,-1,-1|90,-1,-1,-1,-1
Q-2|10037,11317|11531,8733|85,-1,-1,-1,-1|19,-1,-1,-1,-1
Q-3|5663,11228|11728,10024|75,-1,-1,-1,-1|0,-1,-1,-1,-1
Q-4|11851,11318|11616,11321|0,-1,-1,-1,-1|52,-1,-1,-1,-1
Q-5|10615,7772|7023,10474|56,-1,-1,-1,-1|102,-1,-1,-1,-1
Q-6|7254,7253|8932,11266|75,-1,-1,-1,-1|10,-1,-1,-1,-1
Q-7|5383,9404|10818,10255|67,-1,-1,-1,-1|110,-1,-1,-1,-1
Q-8|11987,8529|8027,11846|53,-1,-1,-1,-1|31,-1,-1,-1,-1
Q-9|5641,11228|9720,7911|10,-1,-1,-1,-1|76,-1,-1,-1,-1
Q-10|11321,6043|8932,10474|85,-1,-1,-1,-1|80,-1,-1,-1,-1
Q-11|11266,11616|9087,11317|87,-1,-1,-1,-1|30,-1,-1,-1,-1
Q-12|9404,7023|11987,11531|110,-1,-1,-1,-1|30,-1,-1,-1,-1
Q-13|9720,11851|5384,8529|4,-1,-1,-1,-1|65,-1,-1,-1,-1
Q-14|11728,7253|5383,5641|45,-1,-1,-1,-1|35,-1,-1,-1,-1
Q-15|10037,10818|7911,5663|115,-1,-1,-1,-1|55,-1,-1,-1,-1
Q-16|7772,10255|8027,11318|130,-1,-1,-1,-1|46,-1,-1,-1,-1
Q-17|11846,7254|10615,10024|55,-1,-1,-1,-1|16,-1,-1,-1,-1
Q-18|8733,8932|6070,11228|12,-1,-1,-1,-1|55,-1,-1,-1,-1
Q-19|11266,5641|10818,6043|55,-1,-1,-1,-1|85,-1,-1,-1,-1
Q-20|11616,7023|7911,10255|60,-1,-1,-1,-1|170,-1,-1,-1,-1
Q-21|11851,9087|11531,7253|29,-1,-1,-1,-1|63,-1,-1,-1,-1
Q-22|11987,10474|11728,5384|75,-1,-1,-1,-1|30,-1,-1,-1,-1
Q-23|9404,10615|11317,5663|5,-1,-1,-1,-1|40,-1,-1,-1,-1
Q-24|8529,6070|11318,10037|50,-1,-1,-1,-1|60,-1,-1,-1,-1
Q-25|11321,8027|7254,5383|105,-1,-1,-1,-1|80,-1,-1,-1,-1
Q-26|9720,8733|11846,7772|39,-1,-1,-1,-1|22,-1,-1,-1,-1
Q-27|10024,5384|5641,11531|40,-1,-1,-1,-1|21,-1,-1,-1,-1
Q-28|10818,11616|11987,7253|45,-1,-1,-1,-1|57,-1,-1,-1,-1
Q-29|8027,11317|11728,6070|10,-1,-1,-1,-1|35,-1,-1,-1,-1
Q-30|7254,5663|6043,11851|95,-1,-1,-1,-1|78,-1,-1,-1,-1
Q-31|5383,7911|7772,10024|85,-1,-1,-1,-1|55,-1,-1,-1,-1
Q-32|8733,9087|8529,9404|50,-1,-1,-1,-1|65,-1,-1,-1,-1
Q-33|10255,10474|11228,10037|155,-1,-1,-1,-1|85,-1,-1,-1,-1
Q-34|10615,11318|8932,9720|12,-1,-1,-1,-1|33,-1,-1,-1,-1
Q-35|11321,11846|7023,11266|55,-1,-1,-1,-1|70,-1,-1,-1,-1
Q-36|7911,5384|7254,9404|140,-1,-1,-1,-1|50,-1,-1,-1,-1
Q-37|8027,6043|10037,11616|125,-1,-1,-1,-1|65,-1,-1,-1,-1
Q-38|8529,8932|10255,5641|80,-1,-1,-1,-1|105,-1,-1,-1,-1
Q-39|11321,11531|6070,10615|9,-1,-1,-1,-1|60,-1,-1,-1,-1
Q-40|10024,11266|11318,8733|56,-1,-1,-1,-1|1,-1,-1,-1,-1
Q-41|11851,11728|7772,10818|24,-1,-1,-1,-1|20,-1,-1,-1,-1
Q-42|10474,5663|11846,9087|70,-1,-1,-1,-1|16,-1,-1,-1,-1
Q-43|7253,11317|7023,9720|145,-1,-1,-1,-1|100,-1,-1,-1,-1
Q-44|11228,11987|5383,11266|50,-1,-1,-1,-1|25,-1,-1,-1,-1
SF-1-1|10255,6043|11987,5383|170,-1,-1,-1,-1|16,-1,-1,-1,-1
